Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2
United States,Male,23,Employed full-time,Non-profit,Master's degree,Electrical Engineering,70000,USD,Scientist/Researcher,Perfectly,Python,Yes,Less than 10% of projects,6,6
Brazil,Male,29,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,49200,BRL,Scientist/Researcher,Perfectly,Matlab,No,None,7,7
United Kingdom,Male,41,Employed full-time,Mix of fields,Master's degree,A humanities discipline,53000,GBP,Data Analyst,Fine,R,Yes,76-99% of projects,6,6
Mexico,Male,46,Employed full-time,Mix of fields,Master's degree,Computer Science,180000,MXN,Other,Fine,Python,Sort of (Explain more),26-50% of projects,7,7
United States,Male,55,Employed full-time,Government,Doctoral degree,A social science,103639,USD,Statistician,Perfectly,R,No,Less than 10% of projects,9,9
United States,Female,42,Employed full-time,Hospitality/Entertainment/Sports,Master's degree,Computer Science,60000,USD,Data Analyst,Fine,R,Yes,100% of projects,6,6
India,Male,22,Employed full-time,Technology,Bachelor's degree,Electrical Engineering,13000,INR,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,4,4
Italy,Male,42,Employed full-time,Technology,Master's degree,Mathematics or statistics,75000,EUR,Predictive Modeler,Fine,Python,Yes,26-50% of projects,6,6
United States,Male,26,Employed full-time,Mix of fields,Master's degree,Computer Science,87000,USD,Other,Fine,Python,Sort of (Explain more),76-99% of projects,5,5
United States,Male,43,Employed full-time,Other,Master's degree,Biology,116000,USD,Computer Scientist,Poorly,Python,Sort of (Explain more),10-25% of projects,4,4
United States,Female,37,Employed full-time,Insurance,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",38000,USD,Data Analyst,Poorly,SQL,Sort of (Explain more),10-25% of projects,3,3
United States,Male,30,Employed full-time,Non-profit,Master's degree,Mathematics or statistics,60000,USD,Statistician,Fine,Python,Yes,51-75% of projects,6,6
United States,Male,28,Employed full-time,Mix of fields,Master's degree,Engineering (non-computer focused),96000,USD,Data Analyst,Fine,R,No,76-99% of projects,6,6
India,Male,29,Employed full-time,Technology,Master's degree,Mathematics or statistics,120000,INR,Statistician,Fine,Python,No,26-50% of projects,1 - Highly Dissatisfied,1
United States,Male,46,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),90000,USD,Other,Fine,R,Yes,76-99% of projects,9,9
Other,Male,24,Employed full-time,Other,Master's degree,Engineering (non-computer focused),4.00E+06,COP,Business Analyst,Poorly,R,No,76-99% of projects,7,7
Canada,Male,34,Employed full-time,Technology,Master's degree,Physics,90000,CAD,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,9,9
United States,Male,31,Employed part-time,Academic,Doctoral degree,Computer Science,15000,USD,Scientist/Researcher,Fine,R,Yes,10-25% of projects,8,8
United States,Male,34,Employed full-time,Academic,Doctoral degree,A social science,90000,USD,Scientist/Researcher,Fine,Python,Yes,Less than 10% of projects,7,7
Germany,Male,35,Employed full-time,Financial,Master's degree,Physics,68000,EUR,Data Analyst,Fine,Python,Yes,51-75% of projects,8,8
Nigeria,Male,32,Employed full-time,Non-profit,Master's degree,Computer Science,150000,NGN,Data Analyst,Poorly,SQL,Yes,100% of projects,3,3
United States,Female,27,Employed full-time,Internet-based,Master's degree,Mathematics or statistics,93000,USD,Data Analyst,Fine,Python,Sort of (Explain more),26-50% of projects,7,7
United States,Female,29,Employed full-time,Manufacturing,Doctoral degree,Other,97000,USD,Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,5,5
United States,Male,70,Employed full-time,Manufacturing,Bachelor's degree,Engineering (non-computer focused),130000,USD,Business Analyst,Poorly,R,Yes,76-99% of projects,8,8
United States,Male,28,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,185000,USD,Machine Learning Engineer,Fine,Python,Yes,76-99% of projects,9,9
Brazil,Male,40,Employed full-time,Mix of fields,Master's degree,Computer Science,40000,USD,Data Analyst,Poorly,Python,Yes,51-75% of projects,9,9
United States,Male,28,Employed full-time,Technology,Master's degree,Computer Science,1.00E+05,USD,Machine Learning Engineer,Perfectly,Python,Yes,10-25% of projects,8,8
Germany,Male,28,Employed full-time,Government,Master's degree,Physics,35000,EUR,Scientist/Researcher,Poorly,R,No,10-25% of projects,4,4
United States,Male,27,Employed full-time,Technology,Master's degree,A humanities discipline,63500,USD,Data Analyst,Fine,R,Sort of (Explain more),51-75% of projects,7,7
United States,Male,28,Employed full-time,Mix of fields,Bachelor's degree,Electrical Engineering,120000,USD,Software Developer/Software Engineer,Fine,Python,No,100% of projects,7,7
United States,Male,31,Employed full-time,CRM/Marketing,Master's degree,Mathematics or statistics,70000,USD,Data Analyst,Fine,SQL,Sort of (Explain more),100% of projects,7,7
United States,Male,25,Employed full-time,Retail,Bachelor's degree,Computer Science,50000,USD,Programmer,Perfectly,Python,Sort of (Explain more),10-25% of projects,6,6
United States,Female,28,Employed full-time,Academic,Doctoral degree,Other,48000,USD,Statistician,Perfectly,R,No,100% of projects,8,8
United States,Female,35,Employed part-time,Insurance,Bachelor's degree,Mathematics or statistics,150000,USD,Other,Fine,R,Sort of (Explain more),Less than 10% of projects,10 - Highly Satisfied,10
Canada,Male,25,Employed full-time,Financial,Some college/university study without earning a bachelor's degree,Computer Science,107000,CAD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),26-50% of projects,10 - Highly Satisfied,10
Egypt,Male,34,Employed full-time,Technology,Doctoral degree,Computer Science,265000,EGP,Software Developer/Software Engineer,Fine,Java,Yes,Less than 10% of projects,5,5
India,Male,35,Employed full-time,Government,Bachelor's degree,Computer Science,1.00E+05,INR,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,4,4
Colombia,Male,28,Employed full-time,Academic,Master's degree,Computer Science,3500000,COP,Scientist/Researcher,Fine,R,Yes,100% of projects,7,7
United States,Male,29,Employed full-time,Academic,Doctoral degree,Other,30000,USD,Scientist/Researcher,Perfectly,Python,Yes,100% of projects,3,3
Colombia,Male,30,Employed full-time,Technology,Master's degree,Computer Science,5.50E+07,COP,Software Developer/Software Engineer,Fine,Python,Yes,Less than 10% of projects,7,7
United States,Male,28,Employed full-time,Technology,Master's degree,A social science,65000,USD,Computer Scientist,Fine,Python,Sort of (Explain more),Less than 10% of projects,8,8
United States,Male,59,Employed full-time,Academic,Doctoral degree,Physics,167000,USD,Scientist/Researcher,Fine,C/C++/C#,Yes,100% of projects,4,4
United States,Male,40,"Independent contractor, freelancer, or self-employed",Government,Some college/university study without earning a bachelor's degree,Computer Science,39000,USD,Programmer,Fine,Python,No,Less than 10% of projects,1 - Highly Dissatisfied,1
United States,Male,40,Employed full-time,Mix of fields,Doctoral degree,Other,105000,USD,Engineer,Fine,Matlab,Yes,76-99% of projects,7,7
United States,Male,33,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),99300,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
United States,Female,25,Employed full-time,Mix of fields,Master's degree,A social science,70000,USD,Business Analyst,Fine,Python,Sort of (Explain more),100% of projects,5,5
United States,Male,25,Employed full-time,Mix of fields,Master's degree,"Information technology, networking, or system administration",65000,USD,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,7,7
United States,Male,39,Employed full-time,Government,Master's degree,A humanities discipline,105000,USD,Data Analyst,Fine,R,Yes,51-75% of projects,8,8
United States,Male,53,Employed full-time,Other,Bachelor's degree,Management information systems,150000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7
Colombia,Male,30,"Independent contractor, freelancer, or self-employed",Pharmaceutical,Bachelor's degree,Other,24000,USD,Other,Perfectly,C/C++/C#,No,76-99% of projects,8,8
United States,Male,49,Employed full-time,Academic,Doctoral degree,Physics,160000,USD,Scientist/Researcher,Perfectly,Matlab,Sort of (Explain more),Less than 10% of projects,6,6
Taiwan,Male,28,Employed full-time,Technology,Master's degree,Computer Science,1200000,TWD,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,5,5
United Kingdom,Male,36,Employed full-time,Internet-based,Bachelor's degree,A social science,80000,GBP,Researcher,Fine,Python,No,51-75% of projects,5,5
Japan,Male,35,Employed full-time,Other,Master's degree,Computer Science,600,JPY,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,5,5
Poland,Male,36,Employed full-time,Mix of fields,Master's degree,"Information technology, networking, or system administration",1.00E+05,PLN,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,8,8
United States,Male,44,Employed full-time,Technology,Bachelor's degree,A humanities discipline,98000,USD,Engineer,Poorly,Python,Yes,10-25% of projects,5,5
United States,Male,50,Employed full-time,Technology,Doctoral degree,Mathematics or statistics,170000,USD,Scientist/Researcher,Fine,Python,Yes,26-50% of projects,8,8
Netherlands,Male,35,Employed full-time,Manufacturing,Master's degree,Mathematics or statistics,60000,EUR,Business Analyst,Fine,R,No,10-25% of projects,7,7
Netherlands,Male,38,Employed part-time,Government,Doctoral degree,Mathematics or statistics,65000,EUR,Data Analyst,Poorly,R,Yes,51-75% of projects,5,5
United States,Female,26,Employed full-time,Retail,Master's degree,Mathematics or statistics,88000,USD,Predictive Modeler,Fine,R,Sort of (Explain more),100% of projects,7,7
United States,Male,30,Employed full-time,Financial,Master's degree,Computer Science,160000,USD,Predictive Modeler,Fine,SQL,Yes,26-50% of projects,6,6
United States,Male,24,Employed part-time,Other,Some college/university study without earning a bachelor's degree,Computer Science,54080,USD,Machine Learning Engineer,Perfectly,Python,Yes,Less than 10% of projects,8,8
United States,Male,33,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),140000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),76-99% of projects,6,6
Portugal,Female,42,Employed full-time,Government,Doctoral degree,Other,40000,EUR,Researcher,Fine,R,Yes,76-99% of projects,7,7
Canada,Male,34,Employed full-time,Academic,Doctoral degree,Computer Science,120000,BRL,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),100% of projects,9,9
United States,Male,67,Employed full-time,Other,Doctoral degree,Electrical Engineering,1.00E+05,USD,Software Developer/Software Engineer,Fine,Matlab,Yes,26-50% of projects,10 - Highly Satisfied,10
United States,Female,51,Employed full-time,CRM/Marketing,Bachelor's degree,"Information technology, networking, or system administration",140000,USD,Programmer,Poorly,Python,Sort of (Explain more),100% of projects,5,5
India,Male,31,Employed full-time,Mix of fields,Master's degree,Engineering (non-computer focused),63000,INR,Data Analyst,Fine,Matlab,Sort of (Explain more),10-25% of projects,6,6
Other,Female,31,Employed full-time,Non-profit,Master's degree,A social science,24000,USD,Other,Fine,Stata,Yes,51-75% of projects,8,8
United States,Male,30,Employed full-time,Insurance,Bachelor's degree,Other,150000,USD,Other,Fine,R,Sort of (Explain more),51-75% of projects,8,8
Other,Male,38,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,48000,GHS,Statistician,Fine,SQL,Sort of (Explain more),51-75% of projects,6,6
United States,Male,28,Employed full-time,Government,Bachelor's degree,Mathematics or statistics,115000,USD,Data Analyst,Fine,R,Sort of (Explain more),51-75% of projects,7,7
United Kingdom,Male,29,Employed full-time,CRM/Marketing,Bachelor's degree,Other,60000,GBP,Software Developer/Software Engineer,Poorly,Python,Yes,51-75% of projects,9,9
Russia,Male,30,Employed full-time,Manufacturing,Master's degree,Engineering (non-computer focused),25000,RUB,Engineer,Poorly,Matlab,No,None,5,5
United Kingdom,Male,21,Employed full-time,Technology,Master's degree,Mathematics or statistics,56000,GBP,Data Analyst,Fine,R,No,76-99% of projects,8,8
United States,Male,35,Employed full-time,Government,Doctoral degree,Physics,83000,USD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,7,7
Other,Male,24,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,1000,USD,Statistician,Perfectly,R,Yes,10-25% of projects,8,8
Other,Male,33,Employed full-time,Technology,Master's degree,Mathematics or statistics,25000,EUR,Predictive Modeler,Poorly,Python,Yes,10-25% of projects,9,9
United States,Male,30,Employed full-time,Insurance,Master's degree,A humanities discipline,75000,USD,Data Analyst,Fine,R,Sort of (Explain more),51-75% of projects,9,9
India,Male,37,Employed full-time,Technology,Bachelor's degree,Computer Science,1600000,INR,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,7,7
United States,Male,47,Employed full-time,Academic,Master's degree,Other,120000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,9,9
United States,Male,45,Employed full-time,Manufacturing,Bachelor's degree,"Information technology, networking, or system administration",180000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),51-75% of projects,8,8
Other,Male,31,Employed full-time,Telecommunications,Some college/university study without earning a bachelor's degree,Mathematics or statistics,2400000,BSD,Statistician,Perfectly,R,Yes,51-75% of projects,10 - Highly Satisfied,10
United States,Female,31,Employed full-time,Mix of fields,Master's degree,Other,101000,USD,Other,Fine,R,Yes,51-75% of projects,5,5
Other,Male,29,Employed full-time,Financial,Doctoral degree,Computer Science,40000,EUR,Researcher,Fine,R,No,Less than 10% of projects,4,4
Belgium,Male,38,Employed full-time,CRM/Marketing,Doctoral degree,Physics,26000,EUR,Predictive Modeler,Fine,Python,Yes,10-25% of projects,6,6
United States,Male,26,Employed full-time,Academic,Master's degree,Electrical Engineering,50000,USD,Business Analyst,Fine,R,No,51-75% of projects,5,5
Brazil,Male,33,Employed full-time,Technology,Master's degree,Computer Science,210000,BRL,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,8,8
